account_number,date,therms,usaf
9122599829,4/9/09,31,
9122599829,5/11/09,31,
9122599829,6/10/09,20,
9122599829,7/10/09,19,
9122599829,8/10/09,19,
9122599829,9/9/09,16,
9122599829,10/8/09,19,
9122599829,11/6/09,20,
9122599829,12/9/09,52,
9122599829,1/11/10,92,
9122599829,2/9/10,73,
9122599829,3/11/10,69,
9122599829,4/9/10,30,
9122599829,5/11/10,32,
9122599829,6/10/10,22,
9122599829,7/12/10,22,
9122599829,8/10/10,18,
9122599829,9/10/10,18,
9122599829,10/11/10,18,
9122599829,11/9/10,21,
9122599829,12/9/10,75,
9122599829,1/10/11,86,
9122599829,2/9/11,60,
9122599829,3/11/11,65,
9122599829,4/11/11,46,
9122599829,5/10/11,23,
9122599829,6/10/11,33,
9122599829,7/12/11,22,
9122599829,8/10/11,17,
9122599829,9/9/11,16,
9122599829,10/10/11,20,
9122599829,11/8/11,40,
9122599829,12/8/11,60,
9122599829,1/10/12,102,
9122599829,2/8/12,86,
9122599829,3/9/12,88,
9122599829,4/9/12,76,
9122599829,5/9/12,52,
9122599829,6/8/12,36,
9122599829,7/10/12,28,
9122599829,8/8/12,19,
9122599829,9/7/12,17,
9122599829,10/8/12,18,
9122599829,11/6/12,32,
9122599829,12/7/12,47,
9122599829,1/9/13,120,
9122599829,2/7/13,93,
9122599829,3/11/13,106,
9198372805,1/13/09,45,
9198372805,2/11/09,41,
9198372805,3/13/09,29,
9198372805,4/13/09,20,
9198372805,5/13/09,9,
9198372805,6/12/09,10,
9198372805,7/14/09,11,
9198372805,8/12/09,7,
9198372805,9/11/09,8,
9198372805,10/12/09,7,
9198372805,11/10/09,22,
9198372805,12/11/09,75,
9198372805,1/13/10,82,
9198372805,2/11/10,62,
9198372805,3/15/10,33,
9198372805,4/13/10,12,
9198372805,5/13/10,10,
9198372805,6/14/10,8,
9198372805,7/14/10,6,
9198372805,8/12/10,5,
9198372805,9/14/10,6,
9198372805,10/13/10,14,
9198372805,11/11/10,13,
9198372805,12/13/10,83,
9198372805,1/12/11,69,
9198372805,2/11/11,47,
9198372805,3/15/11,43,
9198372805,4/13/11,23,
9198372805,5/12/11,11,
9198372805,6/14/11,6,
9198372805,7/14/11,8,
9198372805,8/12/11,3,
9198372805,9/13/11,4,
9198372805,10/12/11,4,
9198372805,11/10/11,4,
9198372805,12/12/11,69,
9198372805,1/12/12,91,
9198372805,2/10/12,72,
9198372805,3/13/12,55,
9198372805,4/12/12,31,
9198372805,5/11/12,20,
9198372805,6/12/12,13,
9198372805,7/12/12,7,
9198372805,8/10/12,3,
9198372805,9/11/12,4,
9198372805,10/10/12,3,
9198372805,11/8/12,3,
9198372805,12/11/12,28,
9198372805,1/11/13,64,
9198372805,2/11/13,55,
9198372805,3/13/13,46,
9264652903,1/9/09,154,
9264652903,2/9/09,83,
9264652903,3/11/09,87,
9264652903,4/9/09,54,
9264652903,5/11/09,38,
9264652903,6/10/09,14,
9264652903,7/10/09,10,
9264652903,8/10/09,9,
9264652903,9/9/09,8,
9264652903,10/8/09,12,
9264652903,11/6/09,35,
9264652903,12/9/09,90,
9264652903,1/11/10,131,
9264652903,2/9/10,120,
9264652903,3/11/10,106,
9264652903,4/9/10,56,
9264652903,5/11/10,53,
9264652903,6/10/10,25,
9264652903,7/12/10,15,
9264652903,8/10/10,9,
9264652903,9/10/10,9,
9264652903,10/11/10,20,
9264652903,11/9/10,51,
9264652903,12/9/10,127,
9264652903,1/10/11,146,
9264652903,2/9/11,104,
9264652903,3/11/11,107,
9264652903,4/11/11,80,
9264652903,5/10/11,32,
9264652903,6/10/11,53,
9264652903,7/12/11,12,
9264652903,8/10/11,7,
9264652903,9/9/11,8,
9264652903,10/10/11,20,
9264652903,11/8/11,49,
9264652903,12/8/11,105,
9264652903,1/10/12,135,
9264652903,2/8/12,107,
9264652903,3/9/12,105,
9264652903,4/9/12,88,
9264652903,5/9/12,55,
9264652903,6/8/12,18,
9264652903,7/10/12,10,
9264652903,8/8/12,6,
9264652903,9/7/12,5,
9264652903,10/8/12,6,
9264652903,11/6/12,29,
9264652903,12/7/12,78,
9264652903,1/9/13,133,
9264652903,2/7/13,106,
9264652903,3/11/13,109,
9410961277,1/19/09,52,
9410961277,2/18/09,43,
9410961277,3/19/09,29,
9410961277,4/20/09,12,
9410961277,5/19/09,5,
9410961277,6/18/09,4,
9410961277,7/20/09,4,
9410961277,8/18/09,4,
9410961277,9/17/09,3,
9410961277,10/16/09,3,
9410961277,11/17/09,8,
9410961277,12/17/09,49,
9410961277,1/19/10,68,
9410961277,2/18/10,66,
9410961277,3/19/10,64,
9410961277,4/19/10,27,
9410961277,5/19/10,21,
9410961277,6/18/10,13,
9410961277,7/20/10,9,
9410961277,8/18/10,4,
9410961277,9/20/10,12,
9410961277,10/19/10,11,
9410961277,11/17/10,24,
9410961277,12/17/10,81,
9410961277,1/19/11,96,
9410961277,2/17/11,81,
9410961277,3/21/11,70,
9410961277,4/19/11,38,
9410961277,5/19/11,21,
9410961277,6/20/11,16,
9410961277,7/20/11,15,
9410961277,8/18/11,11,
9410961277,9/19/11,10,
9410961277,10/18/11,8,
9410961277,11/16/11,30,
9410961277,12/16/11,88,
9410961277,1/18/12,90,
9410961277,2/16/12,79,
9410961277,3/19/12,74,
9410961277,4/18/12,45,
9410961277,5/17/12,17,
9410961277,6/18/12,13,
9410961277,7/18/12,14,
9410961277,8/16/12,8,
9410961277,9/17/12,10,
9410961277,10/16/12,11,
9410961277,11/14/12,20,
9410961277,12/17/12,46,
9410961277,1/17/13,100,
9410961277,2/15/13,57,
9410961277,3/19/13,60,
9608731398,1/23/09,59,
9608731398,2/24/09,65,
9608731398,3/25/09,45,
9608731398,4/24/09,31,
9608731398,5/26/09,21,
9608731398,6/24/09,16,
9608731398,7/24/09,8,
9608731398,8/24/09,8,
9608731398,9/23/09,6,
9608731398,10/22/09,13,
9608731398,11/23/09,36,
9608731398,12/23/09,60,
9608731398,1/25/10,83,
9608731398,2/24/10,50,
9608731398,3/25/10,49,
9608731398,4/26/10,36,
9608731398,5/25/10,26,
9608731398,6/24/10,19,
9608731398,7/26/10,16,
9608731398,8/24/10,10,
9608731398,9/24/10,13,
9608731398,10/25/10,19,
9608731398,11/23/10,36,
9608731398,12/23/10,75,
9608731398,1/25/11,107,
9608731398,2/24/11,66,
9608731398,3/25/11,54,
9608731398,4/25/11,36,
9608731398,5/25/11,26,
9608731398,6/24/11,23,
9608731398,7/26/11,10,
9608731398,8/24/11,9,
9608731398,9/23/11,10,
9608731398,10/24/11,20,
9608731398,11/22/11,47,
9608731398,12/22/11,86,
9608731398,1/24/12,84,
9608731398,2/23/12,56,
9608731398,3/23/12,56,
9608731398,4/24/12,47,
9608731398,5/23/12,21,
9608731398,6/22/12,16,
9608731398,7/24/12,10,
9608731398,8/22/12,6,
9608731398,9/21/12,7,
9608731398,10/22/12,10,
9608731398,11/20/12,28,
9608731398,12/21/12,52,
9608731398,1/23/13,108,
9608731398,2/22/13,76,
9752391557,1/27/09,68,
9752391557,2/26/09,69,
9752391557,3/27/09,43,
9752391557,4/28/09,43,
9752391557,5/28/09,30,
9752391557,6/26/09,26,
9752391557,7/28/09,26,
9752391557,8/26/09,22,
9752391557,9/25/09,23,
9752391557,10/26/09,26,
9752391557,11/25/09,43,
9752391557,12/28/09,83,
9752391557,1/27/10,69,
9752391557,2/26/10,71,
9752391557,3/29/10,69,
9752391557,4/28/10,51,
9752391557,5/27/10,38,
9752391557,6/28/10,33,
9752391557,7/28/10,37,
9752391557,8/26/10,19,
9752391557,9/28/10,30,
9752391557,10/27/10,32,
9752391557,11/26/10,52,
9752391557,12/28/10,76,
9752391557,1/27/11,87,
9752391557,2/28/11,95,
9752391557,3/29/11,67,
9752391557,4/27/11,45,
9752391557,5/27/11,36,
9752391557,6/28/11,43,
9752391557,7/28/11,15,
9752391557,8/26/11,21,
9752391557,9/27/11,27,
9752391557,10/26/11,28,
9752391557,11/25/11,38,
9752391557,12/27/11,76,
9752391557,1/26/12,70,
9752391557,2/27/12,81,
9752391557,3/27/12,70,
9752391557,4/26/12,67,
9752391557,5/25/12,24,
9752391557,6/26/12,12,
9752391557,7/26/12,6,
9752391557,8/24/12,7,
9752391557,9/25/12,8,
9752391557,10/24/12,9,
9752391557,11/26/12,22,
9752391557,12/26/12,36,
9752391557,1/25/13,53,
9752391557,2/26/13,46,
005IAI,17902,.,
005IAI,17930,112,
005IAI,17961,119,
005IAI,17993,86,
005IAI,18022,55,
005IAI,18052,22,
005IAI,18083,11,
005IAI,18113,12,
005IAI,18142,17,
005IAI,18175,21,
005IAI,18203,51,
005IAI,18234,108,
005IAI,18266,149,
005IAI,18296,123,
005IAI,18328,96,
005IAI,18358,91,
005IAI,18387,61,
005IAI,18419,43,
005IAI,18449,19,
005IAI,18479,14,
005IAI,18511,17,
005IAI,18540,14,
005IAI,18569,41,
005IAI,18602,123,
005IAI,18629,120,
005IAI,18661,137,
005IAI,18693,138,
005IAI,18722,88,
005IAI,18752,57,
005IAI,18784,66,
005IAI,18814,17,
005IAI,18843,13,
005IAI,18875,14,
005IAI,18904,15,
005IAI,18933,20,
005IAI,18965,96,
005IAI,18996,140,
005IAI,19025,119,
005IAI,19057,99,
005IAI,19086,83,
005IAI,19116,54,
005IAI,19148,25,
005IAI,19178,12,
005IAI,19207,13,
005IAI,19238,15,
005IAI,19267,10,
005IAI,19297,38,
005IAI,19330,82,
005IAI,19360,121,
005IAI,19392,134,
005IAI,19422,60,
005IAI,19450,75,
00CMVI,17888,.,
00CMVI,17918,34,
00CMVI,17950,31,
00CMVI,17979,25,
00CMVI,18009,24,
00CMVI,18038,23,
00CMVI,18070,24,
00CMVI,18100,19,
00CMVI,18129,19,
00CMVI,18161,18,
00CMVI,18190,22,
00CMVI,18220,27,
00CMVI,18252,28,
00CMVI,18283,23,
00CMVI,18315,38,
00CMVI,18345,30,
00CMVI,18374,20,
00CMVI,18405,22,
00CMVI,18435,16,
00CMVI,18465,14,
00CMVI,18497,14,
00CMVI,18527,13,
00CMVI,18556,17,
00CMVI,18587,24,
00CMVI,18618,26,
00CMVI,18649,30,
00CMVI,18680,29,
00CMVI,18709,29,
00CMVI,18741,28,
00CMVI,18770,20,
00CMVI,18800,21,
00CMVI,18832,21,
00CMVI,18861,18,
00CMVI,18891,16,
00CMVI,18920,17,
00CMVI,18951,27,
00CMVI,18981,36,
00CMVI,19014,32,
00CMVI,19044,32,
00CMVI,19073,28,
00CMVI,19105,32,
00CMVI,19134,23,
00CMVI,19164,17,
00CMVI,19196,19,
00CMVI,19225,18,
00CMVI,19255,16,
00CMVI,19284,21,
00CMVI,19315,25,
00CMVI,19346,30,
00CMVI,19379,38,
00CMVI,19409,33,
00CMVI,19438,30,
03E5IY,18523,.,
03E5IY,18538,.,
03E5IY,18567,15,
03E5IY,18598,79,
03E5IY,18629,68,
03E5IY,18659,95,
03E5IY,18689,80,
03E5IY,18720,52,
03E5IY,18750,23,
03E5IY,18780,21,
03E5IY,18812,19,
03E5IY,18841,15,
03E5IY,18870,16,
03E5IY,18902,21,
03E5IY,18931,23,
03E5IY,18962,71,
03E5IY,18994,102,
03E5IY,19023,98,
03E5IY,19053,75,
03E5IY,19084,64,
03E5IY,19114,33,
03E5IY,19144,21,
03E5IY,19175,17,
03E5IY,19205,15,
03E5IY,19234,16,
03E5IY,19266,20,
03E5IY,19295,28,
03E5IY,19326,64,
03E5IY,19359,101,
03E5IY,19388,135,
03E5IY,19420,99,
03E5IY,19449,43,
03H1BV,18885,.,
03H1BV,18911,14,
03H1BV,18940,44,
03H1BV,18972,106,
03H1BV,19002,105,
03H1BV,19032,93,
03H1BV,19064,86,
03H1BV,19093,50,
03H1BV,19123,19,
03H1BV,19155,9,
03H1BV,19185,8,
03H1BV,19214,9,
03H1BV,19246,9,
03H1BV,19275,7,
03H1BV,19304,24,
03H1BV,19337,73,
03H1BV,19367,100,
03H1BV,19399,99,
03H1BV,19429,64,
03H1BV,19458,28,
054KH6,17888,.,
054KH6,17919,112,
054KH6,17952,142,
054KH6,17979,60,
054KH6,18009,39,
054KH6,18042,41,
054KH6,18070,21,
054KH6,18100,20,
054KH6,18129,19,
054KH6,18161,20,
054KH6,18190,26,
054KH6,18221,63,
054KH6,18252,121,
054KH6,18283,117,
054KH6,18315,109,
054KH6,18345,70,
054KH6,18375,65,
054KH6,18405,28,
054KH6,18437,26,
054KH6,18468,22,
054KH6,18528,39,
054KH6,18559,32,
054KH6,18587,42,
054KH6,18618,74,
054KH6,18650,98,
054KH6,18681,81,
054KH6,18709,59,
054KH6,18741,41,
054KH6,18770,27,
054KH6,18800,21,
054KH6,18833,13,
054KH6,18862,11,
054KH6,18891,10,
054KH6,18923,13,
054KH6,18951,28,
054KH6,18981,92,
054KH6,19014,103,
054KH6,19044,52,
054KH6,19073,27,
054KH6,19106,31,
054KH6,19134,11,
054KH6,19165,8,
054KH6,19197,10,
054KH6,19225,8,
054KH6,19255,9,
054KH6,19284,10,
054KH6,19316,18,
054KH6,19347,40,
054KH6,19379,72,
054KH6,19409,44,
054KH6,19441,30,
06LL2O,18046,.,
06LL2O,18075,14,
06LL2O,18105,11,
06LL2O,18134,12,
06LL2O,18203,.,
06LL2O,18244,.,
06LL2O,18266,.,
06LL2O,18296,107,
06LL2O,18328,86,
06LL2O,18358,51,
06LL2O,18387,37,
06LL2O,18419,27,
06LL2O,18449,12,
06LL2O,18481,13,
06LL2O,18511,14,
06LL2O,18540,15,
06LL2O,18569,23,
06LL2O,18602,88,
06LL2O,18631,83,
06LL2O,18663,125,
06LL2O,18693,103,
06LL2O,18722,62,
06LL2O,18754,43,
06LL2O,18784,23,
06LL2O,18814,11,
06LL2O,18845,12,
06LL2O,18875,11,
06LL2O,18904,9,
06LL2O,18933,13,
06LL2O,18965,89,
06LL2O,18996,107,
06LL2O,19017,.,
06LL2O,19049,80,
06LL2O,19078,73,
06LL2O,19108,48,
06LL2O,19140,13,
06LL2O,19169,13,
06LL2O,19199,10,
06LL2O,19230,15,
06LL2O,19260,17,
06LL2O,19289,15,
06LL2O,19322,56,
06LL2O,19352,88,
06LL2O,19384,112,
06LL2O,19414,89,
06LL2O,19443,46,
06OSNU,18386,.,
06OSNU,18422,.,
06OSNU,18451,10,
06OSNU,18483,11,
06OSNU,18513,10,
06OSNU,18542,10,
06OSNU,18573,16,
06OSNU,18604,74,
06OSNU,18633,103,
06OSNU,18665,81,
06OSNU,18695,87,
06OSNU,18724,74,
06OSNU,18756,40,
06OSNU,18786,41,
06OSNU,18818,22,
06OSNU,18847,15,
06OSNU,18877,13,
06OSNU,18906,12,
06OSNU,18937,26,
06OSNU,18967,76,
06OSNU,18998,106,
06OSNU,19029,74,
06OSNU,19059,43,
06OSNU,19088,38,
06OSNU,19120,19,
06OSNU,19150,15,
06OSNU,19182,15,
06OSNU,19211,15,
06OSNU,19241,12,
06OSNU,19270,13,
06OSNU,19301,16,
06OSNU,19332,42,
06OSNU,19364,79,
06OSNU,19394,52,
06OSNU,19424,46,
06OSNU,19455,27,
074GRB,18527,.,
074GRB,18541,.,
074GRB,18570,68,
074GRB,18603,172,
074GRB,18632,145,
074GRB,18664,163,
074GRB,18694,154,
074GRB,18723,99,
074GRB,18755,65,
074GRB,18785,73,
074GRB,18815,18,
074GRB,18846,19,
074GRB,18876,12,
074GRB,18905,18,
074GRB,18934,37,
074GRB,18966,151,
074GRB,18997,179,
074GRB,19028,174,
074GRB,19058,70,
074GRB,19087,9,
074GRB,19119,1,
074GRB,19149,1,
074GRB,19179,0,
074GRB,19210,0,
074GRB,19240,1,
074GRB,19269,1,
074GRB,19298,1,
074GRB,19331,2,
074GRB,19362,0,
074GRB,19393,1,
074GRB,19423,1,
074GRB,19452,1,
08OPSB,18729,.,
08OPSB,18759,0,
08OPSB,18791,1,
08OPSB,18821,0,
08OPSB,18850,0,
08OPSB,18882,7,
08OPSB,18911,9,
08OPSB,18940,13,
08OPSB,18972,15,
08OPSB,19002,14,
08OPSB,19032,14,
08OPSB,19064,23,
08OPSB,19093,25,
08OPSB,19123,14,
08OPSB,19155,11,
08OPSB,19185,10,
08OPSB,19214,7,
08OPSB,19246,8,
08OPSB,19275,6,
08OPSB,19304,12,
08OPSB,19337,35,
08OPSB,19367,52,
08OPSB,19399,51,
08OPSB,19429,32,
08OPSB,19458,7,
09XBZT,17884,.,
09XBZT,17916,90,
09XBZT,17946,88,
09XBZT,17975,57,
09XBZT,18007,49,
09XBZT,18037,33,
09XBZT,18069,39,
09XBZT,18098,11,
09XBZT,18127,14,
09XBZT,18157,10,
09XBZT,18189,20,
09XBZT,18218,35,
09XBZT,18249,88,
09XBZT,18282,97,
09XBZT,18311,68,
09XBZT,18344,92,
09XBZT,18373,69,
09XBZT,18402,34,
09XBZT,18434,36,
09XBZT,18464,17,
09XBZT,18494,20,
09XBZT,18526,15,
09XBZT,18553,14,
09XBZT,18584,53,
09XBZT,18616,122,
09XBZT,18646,58,
09XBZT,18675,66,
09XBZT,18707,88,
09XBZT,18737,50,
09XBZT,18766,40,
09XBZT,18798,42,
09XBZT,18828,26,
09XBZT,18857,11,
09XBZT,18889,13,
09XBZT,18918,13,
09XBZT,18948,34,
09XBZT,18979,43,
09XBZT,19010,51,
09XBZT,19039,52,
09XBZT,19071,53,
09XBZT,19101,40,
09XBZT,19130,20,
09XBZT,19162,18,
09XBZT,19192,17,
09XBZT,19221,11,
09XBZT,19253,15,
09XBZT,19282,16,
09XBZT,19312,25,
09XBZT,19344,49,
09XBZT,19374,76,
09XBZT,19407,56,
09XBZT,19436,40,
0ARGAE,17892,.,
0ARGAE,17923,97,
0ARGAE,17953,78,
0ARGAE,17982,55,
0ARGAE,18014,40,
0ARGAE,18044,27,
0ARGAE,18073,24,
0ARGAE,18105,22,
0ARGAE,18134,19,
0ARGAE,18164,15,
0ARGAE,18195,28,
0ARGAE,18224,40,
0ARGAE,18256,87,
0ARGAE,18288,91,
0ARGAE,18318,64,
0ARGAE,18350,63,
0ARGAE,18379,49,
0ARGAE,18408,35,
0ARGAE,18440,27,
0ARGAE,18470,24,
0ARGAE,18500,25,
0ARGAE,18532,29,
0ARGAE,18561,23,
0ARGAE,18594,62,
0ARGAE,18623,69,
0ARGAE,18653,93,
0ARGAE,18685,93,
0ARGAE,18714,57,
0ARGAE,18744,35,
0ARGAE,18773,25,
0ARGAE,18805,24,
0ARGAE,18835,20,
0ARGAE,18864,32,
0ARGAE,18896,36,
0ARGAE,18925,35,
0ARGAE,18958,57,
0ARGAE,18987,68,
0ARGAE,19017,69,
0ARGAE,19049,65,
0ARGAE,19078,54,
0ARGAE,19108,46,
0ARGAE,19137,34,
0ARGAE,19169,44,
0ARGAE,19199,32,
0ARGAE,19228,27,
0ARGAE,19260,41,
0ARGAE,19289,37,
0ARGAE,19322,41,
0ARGAE,19352,49,
0ARGAE,19382,98,
0ARGAE,19414,84,
0ARGAE,19443,49,
0AZW83,17896,.,
0AZW83,17926,175,
0AZW83,17958,104,
0AZW83,17988,77,
0AZW83,18017,44,
0AZW83,18049,35,
0AZW83,18077,21,
0AZW83,18108,17,
0AZW83,18139,22,
0AZW83,18169,26,
0AZW83,18198,35,
0AZW83,18231,62,
0AZW83,18260,137,
0AZW83,18293,126,
0AZW83,18323,92,
0AZW83,18353,71,
0AZW83,18384,71,
0AZW83,18414,31,
0AZW83,18443,14,
0AZW83,18475,14,
0AZW83,18505,17,
0AZW83,18535,19,
0AZW83,18566,28,
0AZW83,18597,91,
0AZW83,18626,105,
0AZW83,18658,136,
0AZW83,18688,110,
0AZW83,18717,55,
0AZW83,18749,49,
0AZW83,18779,39,
0AZW83,18808,24,
0AZW83,18840,15,
0AZW83,18869,11,
0AZW83,18899,27,
0AZW83,18930,36,
0AZW83,18961,84,
0AZW83,18990,120,
0AZW83,19022,100,
0AZW83,19052,72,
0AZW83,19081,47,
0AZW83,19113,40,
0AZW83,19143,11,
0AZW83,19172,19,
0AZW83,19204,16,
0AZW83,19233,13,
0AZW83,19263,9,
0AZW83,19294,13,
0AZW83,19325,35,
0AZW83,19357,98,
0AZW83,19387,119,
0AZW83,19417,97,
0AZW83,19448,50,
0C1UH5,17884,.,
0C1UH5,17916,78,
0C1UH5,17946,62,
0C1UH5,17975,36,
0C1UH5,18007,32,
0C1UH5,18037,21,
0C1UH5,18066,14,
0C1UH5,18098,17,
0C1UH5,18127,15,
0C1UH5,18157,14,
0C1UH5,18189,19,
0C1UH5,18218,26,
0C1UH5,18249,76,
0C1UH5,18281,94,
0C1UH5,18311,65,
0C1UH5,18343,50,
0C1UH5,18372,44,
0C1UH5,18402,31,
0C1UH5,18434,23,
0C1UH5,18464,18,
0C1UH5,18494,15,
0C1UH5,18526,21,
0C1UH5,18555,20,
0C1UH5,18584,34,
0C1UH5,18616,74,
0C1UH5,18646,77,
0C1UH5,18675,60,
0C1UH5,18707,74,
0C1UH5,18737,41,
0C1UH5,18766,29,
0C1UH5,18798,23,
0C1UH5,18828,18,
0C1UH5,18857,17,
0C1UH5,18889,19,
0C1UH5,18918,15,
0C1UH5,18948,42,
0C1UH5,18979,77,
0C1UH5,19010,87,
0C1UH5,19039,63,
0C1UH5,19071,63,
0C1UH5,19101,49,
0C1UH5,19130,18,
0C1UH5,19162,13,
0C1UH5,19192,10,
0C1UH5,19221,8,
0C1UH5,19253,11,
0C1UH5,19282,11,
0C1UH5,19312,29,
0C1UH5,19344,62,
0C1UH5,19374,85,
0C1UH5,19407,61,
0C1UH5,19436,36,
0C21ZH,18535,.,
0C21ZH,18569,31,
0C21ZH,18603,70,
0C21ZH,18632,86,
0C21ZH,18664,73,
0C21ZH,18694,74,
0C21ZH,18723,48,
0C21ZH,18755,29,
0C21ZH,18785,29,
0C21ZH,18815,7,
0C21ZH,18846,8,
0C21ZH,18876,6,
0C21ZH,18905,6,
0C21ZH,18934,15,
0C21ZH,18966,69,
0C21ZH,18997,23,
0C21ZH,19028,76,
0C21ZH,19057,53,
0C21ZH,19087,42,
0C21ZH,19119,16,
0C21ZH,19148,4,
0C21ZH,19179,2,
0C21ZH,19210,1,
0C21ZH,19240,1,
0C21ZH,19269,2,
0C21ZH,19298,8,
0C21ZH,19331,33,
0C21ZH,19362,6,
0C21ZH,19393,0,
0C21ZH,19423,0,
0C21ZH,19427,.,
0CB15R,17909,.,
0CB15R,17938,82,
0CB15R,17971,91,
0CB15R,18001,34,
0CB15R,18030,26,
0CB15R,18059,14,
0CB15R,18091,14,
0CB15R,18120,12,
0CB15R,18150,9,
0CB15R,18182,14,
0CB15R,18210,19,
0CB15R,18241,105,
0CB15R,18273,101,
0CB15R,18303,93,
0CB15R,18335,79,
0CB15R,18365,59,
0CB15R,18394,34,
0CB15R,18426,25,
0CB15R,18456,16,
0CB15R,18486,21,
0CB15R,18518,23,
0CB15R,18547,14,
0CB15R,18577,31,
0CB15R,18609,89,
0CB15R,18638,113,
0CB15R,18668,71,
0CB15R,18699,106,
0CB15R,18730,68,
0CB15R,18759,28,
0CB15R,18791,34,
0CB15R,18821,16,
0CB15R,18850,14,
0CB15R,18882,13,
0CB15R,18911,13,
0CB15R,18940,24,
0CB15R,18972,74,
0CB15R,19002,63,
0CB15R,19032,65,
0CB15R,19064,57,
0CB15R,19093,44,
0CB15R,19123,15,
0CB15R,19155,9,
0CB15R,19185,11,
0CB15R,19214,7,
0CB15R,19246,9,
0CB15R,19275,6,
0CB15R,19304,6,
0CB15R,19337,33,
0CB15R,19367,104,
0CB15R,19399,98,
0CB15R,19429,51,
0CB15R,19458,16,
0CXVQ7,17903,.,
0CXVQ7,17932,0,
0CXVQ7,17965,0,
0CXVQ7,17994,73,
0CXVQ7,18023,55,
0CXVQ7,18055,22,
0CXVQ7,18085,18,
0CXVQ7,18114,16,
0CXVQ7,18143,15,
0CXVQ7,18175,21,
0CXVQ7,18204,19,
0CXVQ7,18237,144,
0CXVQ7,18267,131,
0CXVQ7,18297,124,
0CXVQ7,18329,79,
0CXVQ7,18359,79,
0CXVQ7,18388,71,
0CXVQ7,18420,44,
0CXVQ7,18450,17,
0CXVQ7,18482,16,
0CXVQ7,18512,15,
0CXVQ7,18541,16,
0CXVQ7,18570,39,
0CXVQ7,18603,129,
0CXVQ7,18632,134,
0CXVQ7,18664,125,
0CXVQ7,18694,97,
0CXVQ7,18723,106,
0CXVQ7,18755,64,
0CXVQ7,18785,64,
0CXVQ7,18816,15,
0CXVQ7,18846,15,
0CXVQ7,18877,16,
0CXVQ7,18906,12,
0CXVQ7,18934,23,
0CXVQ7,18966,58,
0CXVQ7,18997,76,
0CXVQ7,19028,75,
0CXVQ7,19058,35,
0CXVQ7,19087,61,
0CXVQ7,19119,27,
0CXVQ7,19149,11,
0CXVQ7,19179,12,
0CXVQ7,19210,14,
0CXVQ7,19240,11,
0CXVQ7,19269,11,
0CXVQ7,19298,10,
0CXVQ7,19331,50,
0CXVQ7,19362,83,
0CXVQ7,19393,79,
0CXVQ7,19423,37,
0CXVQ7,19452,40,
0CXWVB,17888,.,
0CXWVB,17918,92,
0CXWVB,17950,91,
0CXWVB,17979,66,
0CXWVB,18009,44,
0CXWVB,18038,26,
0CXWVB,18070,10,
0CXWVB,18100,6,
0CXWVB,18129,8,
0CXWVB,18161,6,
0CXWVB,18190,8,
0CXWVB,18220,47,
0CXWVB,18252,99,
0CXWVB,18283,96,
0CXWVB,18315,83,
0CXWVB,18345,65,
0CXWVB,18374,52,
0CXWVB,18405,35,
0CXWVB,18435,11,
0CXWVB,18465,9,
0CXWVB,18497,9,
0CXWVB,18527,8,
0CXWVB,18556,11,
0CXWVB,18587,57,
0CXWVB,18618,113,
0CXWVB,18650,118,
0CXWVB,18680,105,
0CXWVB,18709,112,
0CXWVB,18741,65,
0CXWVB,18770,45,
0CXWVB,18800,30,
0CXWVB,18832,10,
0CXWVB,18861,8,
0CXWVB,18891,8,
0CXWVB,18920,8,
0CXWVB,18951,59,
0CXWVB,18981,100,
0CXWVB,19014,110,
0CXWVB,19044,47,
0CXWVB,19073,41,
0CXWVB,19105,32,
0CXWVB,19134,6,
0CXWVB,19164,8,
0CXWVB,19196,2,
0CXWVB,19225,2,
0CXWVB,19255,2,
0CXWVB,19284,3,
0CXWVB,19315,18,
0CXWVB,19346,41,
0CXWVB,19379,71,
0CXWVB,19409,47,
0CXWVB,19438,33,
0GMUUT,17888,.,
0GMUUT,17918,185,
0GMUUT,17950,155,
0GMUUT,17979,87,
0GMUUT,18009,49,
0GMUUT,18038,16,
0GMUUT,18070,8,
0GMUUT,18100,7,
0GMUUT,18129,7,
0GMUUT,18161,8,
0GMUUT,18190,21,
0GMUUT,18220,94,
0GMUUT,18252,209,
0GMUUT,18283,209,
0GMUUT,18315,167,
0GMUUT,18345,123,
0GMUUT,18374,88,
0GMUUT,18405,38,
0GMUUT,18435,9,
0GMUUT,18465,7,
0GMUUT,18497,6,
0GMUUT,18527,6,
0GMUUT,18556,13,
0GMUUT,18587,107,
0GMUUT,18618,153,
0GMUUT,18650,229,
0GMUUT,18680,168,
0GMUUT,18709,111,
0GMUUT,18741,55,
0GMUUT,18770,23,
0GMUUT,18800,11,
0GMUUT,18832,8,
0GMUUT,18861,6,
0GMUUT,18891,6,
0GMUUT,18920,9,
0GMUUT,18951,99,
0GMUUT,18981,191,
0GMUUT,19014,232,
0GMUUT,19044,115,
0GMUUT,19073,72,
0GMUUT,19105,54,
0GMUUT,19134,10,
0GMUUT,19164,8,
0GMUUT,19196,7,
0GMUUT,19225,6,
0GMUUT,19255,7,
0GMUUT,19284,8,
0GMUUT,19315,93,
0GMUUT,19346,137,
0GMUUT,19379,208,
0GMUUT,19409,153,
0GMUUT,19438,97,
0GR9Z1,18186,.,
0GR9Z1,18210,0,
0GR9Z1,18241,32,
